question,expected_answer,student_answer,normalized_score,source
"A magnet attracted another magnet even when a foam block was placed between them (see box A below). What do you think would happen if 2 foam blocks were placed between the 2 magnets (see box B). A. The magnets will stick. B. The magnets will not stick. (C. It might stick, but it might not.) Explain why you chose that answer.","You can not tell because we do not know the strength of the magnets. If the magnets are weak, the second piece of foam might put too much distance between the 2 magnets for the interaction to hold the magnets in place. If the magnets are strong the magnets might stay in place.","The foam blocks are too thick, the magnetic force cannot go through.",0.0,scientsbank
"Ms. Larson's class found the best condition to hatch brine-shrimp eggs: 2 spoons of salt in 200 milliliters of water. The class decided to hatch more eggs. Ms. Larson mixed a new solution using 2 spoons of salt in 200 milliliters of water. Later, she discovered she had used a slightly different size spoon to measure the salt. Even with this different solution, some eggs still hatched. Why did some eggs still hatch?",The different salt solution is within the range of tolerance for brine shrimp eggs to hatch.,There was probably just a salt in it.,0.5,scientsbank
"Look at the picture on the right. Label the poles on each magnet. (The bottom 2 magnets are stuck together, the others are not.) What is the rule that explains why you labeled the poles the way you did?",Like poles repel and opposite poles attract.,They are not touching each other because they are repelling.,0.5,scientsbank
"Paula wants to test a food to see if it contains acid and/or sugar. When Paula added water and yeast to a sample of the food and put the mixture in a warm water bath, the mixture began to fizz and bubble. What does this chemical reaction indicate?",The food contains sugar.,The chemical reaction indicates that yeast has acid.,0.0,scientsbank
What is it about the human skeleton that allows it to bend?,The human skeleton can bend because the skeleton is articulated (has joints).,"Our joint allows to move our elbows, shoulder, fingers and neck.",1.0,scientsbank
What is a queue?,"A data structure that can store elements, which has the property that the last item added will be the last to be removed (or first-in-first-out).","A Queue is a ""first in first out"" data structure, such that the first element added is also the first removed.",1.0,mohler
What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,To find problem and errors in a program before it is finalized,0.4,mohler
"Andrew wanted to find the optimum conditions for his chickens to lay eggs. He divided his 20 chickens into 2 groups, X and Y, and recorded their daily care (amount of chicken feed and calcium) and egg production for 2 weeks. Did Andrew do a good job of controlling the variables in his experiment? Explain why or why not.",No. Andrew changed 2 variables at the same time (amount of chicken feed and the amount of calcium) so Andrew can not know which variables made a difference.,"No, He changed more than one variable.",0.5,scientsbank
"Cory and Rachael set up 3 solar water heaters to see which would show the greatest water temperature change. The containers are shown below. Each is the same height (4 centimeters), and the same width (10 centimeters). Only the lengths are different; Container A is 10 centimeters, Container B is 30 centimeters, and Container C is 40 centimeters. They painted the plastic containers black, filled each with the same amount of water, and put a clear plastic lid on each one. Then they set them out in the sunshine. Here are the data that Cory and Rachael collected: After 10 minutes Container A was 3 degrees Celsius, Container B was 9 degrees Celsius, and Container C was 12 degrees Celsius. Use the graph paper on the next page to graph the temperature change for each container. If Cory and Rachael had a container that was the same height and width as the other containers, but 20 centimeters long, what do you think the temperature change would be after 10 minutes? (6 Celsius) How did you decide what the temperature change would be for the new container?","20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",Because it went by 3 and that is why I pick that number.,0.0,scientsbank
"Susan has samples of 5 different foods. Using only the results of her experiment, how will Susan know which food contains the most sugar?",Susan should compare the amount of gas in each bag. The bag with the most gas contains the food with the most sugar.,Whichever one has the most carbon dioxide in the baggy has the most carbohydrates.,1.0,scientsbank
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),"Local variables are declared inside the method or function they will be used in at the beginning of the method. Global variables are declared outside of any function or method, generally before functions are defined.",1.0,mohler
What is the inorder traversal of a binary tree?,"Traverse the left subtree, then the root, then the right subtree.",Its used to visit nodes of a binary search tree in a search key order.,0.7,mohler
Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The ball-and-socket joint ___.,"rotates. moves in all directions. moves up-and-down, back-and-forth, and side-to-side.",The socket joint just move twice.,0.0,scientsbank
Lee has an object he wants to test to see if it is an insulator or a conductor. He is going to use the circuit you see in the picture. Explain how he can use the circuit to test the object.,Lee should put one of the loose wires on one part of the object and the other loose wire on another part of the object and see if the object completes the circuit.,Start putting the wires on something and see if the motor will go put it to a metal and it might make the motor go.,0.5,scientsbank
"Emily evaporated a solution and drew a picture of the crystals that remained. Using the crystal-shape key below, what was dissolved in the solution? A. Epsom salt (B. alum) C. sodium thiosulfate.  Explain why you chose that answer.",The crystals are the same shape as the alum crystals.,I chose this answer because the shape and design looks the same.,0.5,scientsbank
"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was the stimulus for Max?",The stimulus for Max was seeing the cat.,The stimulus for Max was seeing.,0.5,scientsbank
What happens to earth materials during erosion?,Earth materials are worn away and moved during erosion.,The materials are worn away.,0.5,scientsbank
Why does a rubber band make a sound when you pluck it (pull and let go quickly)?,The rubber band vibrates.,Because you make it vibrate.,1.0,scientsbank
"A solution of water and material A is clear. A solution of water and material B is also clear. When the 2 solutions are mixed, a white solid settles to the bottom, leaving a clear liquid. What does the white solid indicate?",A chemical reaction occurred. [The white solid is a precipitate (a new material) which indicates the reaction.],Because that one that you are say that you are so to 46 that or no.,0.0,scientsbank
"Nigel made solutions in the bottles as shown below. Solution A was 2 spoons solute in 50 milliliters water and was clear with no material on the bottom. Solution B was 4 spoons solute in 100 milliliters water and was clear with no material on the bottom. Nigel took 50 milliliters of solution from bottle A and put it in cup A and 50 milliliters of solution from bottle B and put it into cup B. He put the cups on each side of the balance. Which picture shows what would happen? A is heavier than B, B is heavier than A, (A and B are the same weight). Explain your choice.",The solutions have the same concentration (2 spoons in 50 milliliters is the same as 4 spoons in 100 milliliters) so the mass would also be the same.,They are the same amount of water different in spoons. That is why B weighs more because of spoons.,0.0,scientsbank
Lee has an object he wants to test to see if it is an insulator or a conductor. He is going to use the circuit you see in the picture. Explain how he can use the circuit to test the object.,Lee should put one of the loose wires on one part of the object and the other loose wire on another part of the object and see if the object completes the circuit.,To see if the energy goes through it or not to make a circuit.,0.5,scientsbank
"Why does the water level in the straw go down when the bottle-and-straw thermometer is cooled, but not frozen?",Water contracts when the water is cooled.,Because cold water is denser than hot and it contracts.,1.0,scientsbank
A harp has strings of different lengths. Describe how the sound of a short string being plucked (pulled and let go quickly) is different from the sound of a long string being plucked.,"If the string is shorter, the pitch will be higher. If the string is longer, the pitch will be lower.",A short string is a higher pitch than lengthier string.,1.0,scientsbank
What is the evidence in this experiment that OJ1 or OJ2 had more acid?,"The syringe for OJ1 rose higher because OJ1 produced more gas, so OJ1 has more acid than OJ2.",The little siky dot on OJ1 is higher than OJ2.,0.5,scientsbank
"You used 3 scratch tools in class to test minerals for hardness: your fingernail, a penny, and a paperclip. If a mineral can be scratched by a penny, you can be sure that a (paperclip) will also scratch it. Explain how you know that tool would scratch the mineral.","A paperclip is harder than a penny, so if a penny can scratch a mineral, a paperclip can also scratch the mineral.","I know that a paperclip will scratch it because a paperclip is stronger than a penny. So if a penny can scratch it, then a paperclip can scratch it.",0.0,scientsbank
Janet found the solubility of silver chloride to be 86 grams in 50 milliliters of water. Mike found the solubility of silver nitrate to be 108 grams in 50 milliliters of water. Janet and Mike thought they must have made a mistake. They thought the solubilities of all materials in water should be the same. Is it possible that both solubilities are correct? Explain your answer.,"Yes, they could both be correct. Solubility is not the same for all materials.",Yes it is possible both solubility's are correct different solubility's very possible because some substances are more able to dissolve in less space than others.,1.0,scientsbank
"What is the number of operations for insertion sort under a best-case scenario, and what is the best-case scenario?",N (the length of the array) operations achieved for a sorted array.,O(n),0.7,mohler
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. What will happen when she moves the switch to the right?,The motor will run.,The light will turn off.,0.0,scientsbank
One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?,A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer.,It gains more heat.,0.5,scientsbank
"Look at the 2 solar water heaters shown here. The black triangular area is the solar collector in each container. If both heaters contain the same amount of water, would you expect the temperature change in heater X to be greater than, less than, or the same as the temperature change in heater Y after 30 minutes? (Same) Explain your answer.",The black areas in the 2 collectors (and the collectors themselves) are the same size. The amount of heat absorbed will be the same so the temperature change will also be the same.,"I think the same because it is the same size, same shape, same color. It is just placed differently in the container which would not have an impact.",1.0,scientsbank
"A magnet attracted another magnet even when a foam block was placed between them (see box A below). What do you think would happen if 2 foam blocks were placed between the 2 magnets (see box B). A. The magnets will stick. B. The magnets will not stick. (C. It might stick, but it might not.) Explain why you chose that answer.","You can not tell because we do not know the strength of the magnets. If the magnets are weak, the second piece of foam might put too much distance between the 2 magnets for the interaction to hold the magnets in place. If the magnets are strong the magnets might stay in place.",Because the 2 foam blocks are too thick.,0.0,scientsbank
"After playing the FOSS-ulele, David wrote his results in his lab notebook: I'm confused. When I pull down and tighten the string on the FOSS-ulele, then pluck the string, the pitch sounds HIGHER than it did before. But aren't I making the string longer when I pull the string? I thought a longer length produced a LOWER pitch. What's going on here? What is causing the pitch to be higher? Write a note to David to tell him why the pitch gets higher rather than lower.","The string is tighter, so the pitch is higher. The string between the cup and the table is not longer.",A long length is a high pitch because it has more room to vibrate.,0.0,scientsbank
Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because it bubbled and when something bubbled it means a reaction occurred.,0.5,scientsbank
"Why does the water level in the straw go down when the bottle-and-straw thermometer is cooled, but not frozen?",Water contracts when the water is cooled.,Because the cold always sinks down to the bottom so when you put it in it contracts down.,1.0,scientsbank
What is the main job of muscles in the body?,The main job of muscles is to move bones.,The main job of muscles is to allow you to move and bend.,0.5,scientsbank
"Maria weighed a small, wet sponge. It weighed 38 grams. She left the sponge on the balance. The next day, Jose found the sponge on the balance. It weighed 22 grams. Both students weighed the sponge accurately. Why were the masses different?",Some water evaporated from the sponge between the time Maria weighed the sponge and the time Jose weighed the sponge.,"Water can weigh a substance down. When water from the sponge is evaporated, it gets lighter.",1.0,scientsbank
Joe is a fast runner but he is slow at responding to the starting gun. How could Joe improve his start time?,Joe could practice responding to the starting gun to improve Joe's start time.,He should practice his hearing and practice.,0.5,scientsbank
How can an array be addressed in pointer/offset notation?,"By initializing a pointer to point to the first element of the array, and then incrementing this pointer with the index of the array element.",you get the memory location of the first element and the you add an offset to it to get other elements.,1.0,mohler
How are infix expressions evaluated by computers?,"First, they are converted into postfix form, followed by an evaluation of the postfix expression.","Writing arithmetic expressions is called infix notation.  This is because a binary operator (like '+') is written in between its two operands (as in ""a + b"").  There are two alternative forms of notation used in certain situations.  One is prefix notation, in which an operator is written before its operands.  In prefix notation, the sum of a and b is written ""+ a b"".  This is the notation used to write function calls in mathematics and computer science.  It is also used in the Lisp and Scheme programming languages.  In postfix notation, an operator is written after its operands.  The sum of a and b is written ""a b +"".  (You may have seen this as ""reverse Polish notation"".)  Postfix notation forms the conceptual basis for the way that arithmetic expressions are evaluated by a computer.  One important characteristic of both postfix and prefix notations is that they are unambiguous; no parentheses are needed to indicate the order of operations.<br>",1.0,mohler
"Look at the picture on the right. Label the poles on each magnet. (The bottom 2 magnets are stuck together, the others are not.) What is the rule that explains why you labeled the poles the way you did?",Like poles repel and opposite poles attract.,The rings do not touch each other because the magnets are facing positive to negative.,0.0,scientsbank
"Ron covered his notebook with waxed paper. Then he placed a small drop of water in the middle of the notebook as shown in the picture. Even though the drop was on a slope, the drop stayed where he placed it. Describe 2 ways Ron can make the water move down the notebook without pushing the drop or blowing on it.",Ron could make the drop bigger. Ron could make the slope steeper.,Ron put 2 dictionaries under your book.,1.0,scientsbank
What happens to earth materials during deposition?,Earth materials settle out during deposition.,The earth materials will wear away.,0.0,scientsbank
Describe the relationship between the length of the string and the number of swings a swinger makes in 15 seconds.,"The shorter the string is, the more the string swings in 15 seconds.  The longer the string is, the less the string swings in 15 seconds.",If the string is short it has more swings but if it is long it has less swings.,1.0,scientsbank
What does the star (*) operator return?,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,a reference to a = variable,0.4,mohler
2 groups used marbles to weigh the same apple. Jin's group found the apple weighed 35 marbles and Bee's group found the same apple weighed 60 marbles. Both groups used the correct procedure. What should the groups do to make their results more useful?,Use a standard unit of mass like grams.,Maybe because the marbles are different sizes.,0.0,scientsbank
Look at the picture of the circuit to the right. What will happen to the motor if the light bulb burns out?,The motor will continue to run because the motor still has a pathway to the D-cell.,There will be no electricity.,0.0,scientsbank
"Why does the water level in the straw go down when the bottle-and-straw thermometer is cooled, but not frozen?",Water contracts when the water is cooled.,Because cold water is dense the water goes down.,1.0,scientsbank
"Jen was talking on the phone with her Uncle Bill who lives in Canada. When she asked him how the weather was, he said it was nice and warm, about 28 degrees. What unit is Uncle Bill using to report the temperature?",Bill must have been using degrees Celsius if 28 is a warm temperature.,He is using is feeling.,0.0,scientsbank
Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of aluminum foil to make the connection? Why or why not?,"Yes, aluminum foil is a metal and all metals conduct. The aluminum foil would complete the circuit.","Yes, because the electricity can flow through aluminum.",0.5,scientsbank
A solution is a type of mixture. What makes it different from other mixtures?,A solution is a mixture formed when a solid dissolves in a liquid.,A solution does not dissolve.,0.0,scientsbank
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. Can she run both the light and the motor at the same time? Why or why not?,No. Only one circuit can be complete at a time.,"Yes, we all tried it in class and it worked.",0.0,scientsbank
Joe is a fast runner but he is slow at responding to the starting gun. How could Joe improve his start time?,Joe could practice responding to the starting gun to improve Joe's start time.,Joe could practice.,0.5,scientsbank
Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The ball-and-socket joint ___.,"rotates. moves in all directions. moves up-and-down, back-and-forth, and side-to-side.",Arm moves in one way.,0.0,scientsbank
Why are leg bones so large compared to other bones in the human body?,The leg bones need to be large because the leg bones carry a lot of weight.,Because they make you tall.,0.0,scientsbank
A solution is a type of mixture. What makes it different from other mixtures?,A solution is a mixture formed when a solid dissolves in a liquid.,Because 2 mixtures become a solution. A solution is different because mixture cannot become a solution only 2 can.,0.5,scientsbank
What happens to earth materials during erosion?,Earth materials are worn away and moved during erosion.,"Earth materials start to weather away from wind, water, and ice. When they are being eroded.",0.5,scientsbank
How can you implement a stack with a list?,"Keep the top of the stack pointing to the head of the linked list, so the push and pop operations will add or remove elements at the beginning of the list.","A singly linked list can already be easily used for LIFO data storage. Members of a stack can simply be pushed and popped from a list, the first item in will be the last out.",0.9,mohler
Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,One of the rubbings are smooth and the other one looks rough.,0.5,scientsbank
Which of these processes are involved in causing rain? A. evaporation B. condensation C. both evaporation and condensation. Explain your answer.,Water evaporates to form vapor. The vapor condenses to form raindrops.,Because the water from the 38 grams went into the air and became clouds and make the air more sticky.,0.0,scientsbank
"The machine you see in the picture is used to load steel beams onto delivery trucks. If there are no hooks or ropes that attach the steel beams to the lifting machine, how is it possible to move the steel beams onto the trucks? How is the machine able to drop the beams onto the truck?","When the electricity is turned off, the magnetism stops and the machine drops the beam onto the delivery truck.",It is able to do that by cutting off the flow of electricity.,1.0,scientsbank
Don wanted to find out if a battery powered toy truck would always travel the same distance in 10 seconds no matter how heavy a load the truck carried. He placed one or more blocks (the load) in the back of the truck and recorded his results. (Each block had the same mass.) The following graph displays his results. What is the relationship between the number of blocks and the distance traveled by the truck in 10 seconds?,"The more blocks the truck carries, the less distance the truck travels in 10 seconds.",The more blocks the less it goes.,1.0,scientsbank
"Wendy is making an electromagnet. She wrapped a long, insulated wire around an iron nail. What should Wendy do next to complete the electromagnet?",Wendy should hook one end of the wire to the negative side of a D-cell battery and the other end to the positive side of the D-cell battery.,She would hook the wires up to the D-cell.,1.0,scientsbank
What is the difference between a circular linked list and a basic linked list?,The last element in a circular linked list points to the head of the list.,"how to determine the end of the list, in basic linked lists the last element links to a null pointer, while circular linked lists link to the head element at the end.",1.0,mohler
Andi and Scott decided to investigate solar water heaters using collectors of different colors (but the same size) as one variable and covered versus uncovered as a second variable. Look at the graph of their data and answer the questions below. What does the graph tell you about the effect of using blue versus red collectors?,Solar water heaters with blue collectors heat up faster than solar water heaters with red collectors.,It tells me that blue heats the water more.,1.0,scientsbank
"One function of the bess beetle's elytra (the hard, black wing set) is protection. What is another function of the elytra?",The elytra are used to make sounds.,To make noise.,1.0,scientsbank
The inside of a pea seed is shown below. Describe the function of each of the parts: embryo.,The embryo contains the tiny leaves and root of the plant.,"The part that grows a leaf, stem.",0.5,scientsbank
"Below is a drawing of a river that carried sand, clay, and pebbles (past the river's mouth) to a lake. Why is the clay deposited where you indicated?","The clay particles are lighter or smaller and are therefore carried farther by the water, so the clay particles end up the greatest distance away from the mouth of the river.",The clay is deposited where I indicated because the river has brought the clay in the lake.,0.0,scientsbank
"Anne is investigating which objects stick to magnets. She recorded this in her notebook. I was surprised! A nail was stuck to the magnet. When I accidentally touched the nail to a paperclip, the paperclip stuck to the nail. If Anne touched the nail to a brass ring, what do you think would happen and why?","The brass ring would not stick to the nail because the ring is not iron. The nail is a temporary magnet, but brass cannot become a temporary magnet and thus does not stick to magnets.",I think it would not stick because it is a plastic and it cannot do that.,0.0,scientsbank
What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,"Defined in the Specification phase a prototype stimulates the behavior of portions of the desired software product.  Meaning, the role of a prototype is a temporary solution until the program itself is refined to be used extensively in problem solving.",1.0,mohler
What happens to the volume of the sound if you pluck a rubber band harder?,The volume increases. The sound is louder.,The volume turns up.,1.0,scientsbank
"Jim used a solid and water to make Mixtures one (one spoon of solid in 100 milliliters water was clear with nothing on the bottom), 3 (3 spoons of solid in 100 milliliters water was clear with nothing on the bottom), 4 (4 spoons of solid in 100 milliliters water was clear with material on the bottom), and 5 (5 spoons of solid in 100 milliliters water was clear with material on the bottom) as shown below. He stirred each one and observed the results. Which solution(s) is saturated? What is the evidence of saturation?",Mixtures 4 and 5 are saturated. There is material on the bottom of 4 and 5.,Clear nothing on bottom.,0.0,scientsbank
What operations would you need to perform to find a given element on a stack?,"Pop all the elements and store them on another stack until the element is found, then push back all the elements on the original stack.",pop operation,0.5,mohler
Mary was trying to understand how tuning forks make sounds. She hit the tuning fork on the table and placed the tuning fork into a cup full of water while it was still ringing. The water splashed in all directions. How did seeing what happened help Mary understand how a tuning fork makes sounds?,The water splashed because the fork was vibrating. Vibrations make sounds.,When the tuning fork is vibrating the would splash because when something is vibrating then something that is touching the tuning fork. So it would vibrate also.,1.0,scientsbank
Jorge added solid material to a container of clear colorless liquid. The mixture began to bubble. Explain why Jorge knew a chemical reaction occurred.,Bubbling means a gas has formed. Gas is a new material. A new material indicates a reaction.,Because he saw it fizz and bubble up.,0.5,scientsbank
How do you define a controlled experiment?,An experiment is controlled if only one variable is changed at a time.,That you only put one penny at a time.,0.0,scientsbank
What happens to the volume of the sound if you pluck a rubber band harder?,The volume increases. The sound is louder.,It sounds kind of loud.,1.0,scientsbank
"Nathaniel and Sammy are trying to make up a code for sending messages to each other by dropping items in a drop chamber and listening to them. Sammy wants to design a code using blocks made of plastic, metal, and wood. Nathaniel thinks it would be a better idea to use wooden blocks of different sizes and shapes. Which student's method would make it easier to tell the difference between the sounds? Why?",Sammy's. Different materials would make very different sounds. Different size wood would make very similar sounds.,Sammy - If you do not know what the thing then you need.,0.5,scientsbank
What is a heat sink?,A heat sink is any material that absorbs (a lot of) heat.,A heat sink is something that absorbs sunlight quickly. Water is the best heat sink.,1.0,scientsbank
Why is it important to use a standard unit when making a measurement?,So people know exactly what the measurement means. A standard is necessary so everyone measures using the same unit and everyone gets the same measurement.,Because you might not know how much it is!,0.0,scientsbank
"Why does the water level in the straw go down when the bottle-and-straw thermometer is cooled, but not frozen?",Water contracts when the water is cooled.,It goes down because cold water stuff goes down. And hot water does not go down.,0.0,scientsbank
What does the sizeof operator return?,The size in bytes of its operand.,It returns the size of an array in bytes.,0.9,mohler
"Julie and David each built a solar water heater. Both solar water heaters were 10 centimeters x 10 centimeters x 30 centimeters. Both water heaters were painted black on the inside bottom and filled to the top with 3 liters of room temperature water. Both water heaters were set in the sun. They checked the temperatures every 5 minutes and made the table below. Which box did Julie build, A or B? What evidence supports your answer?",A. The water in Julie's heater got hotter faster (or had a greater temperature change in 20 minutes). The collector in heater A has the greater surface area so the water in A would get hotter faster than the water in B.,A. Julie made box A because her temperatures were high. Box A has more black than box B. So box A will absorb more heat since it has more black.,1.0,scientsbank
Denise made a circuit to light a bulb or run a motor. She used a special switch. Below is the schematic diagram of her circuit. The switch is inside the dotted box. Can she run both the light and the motor at the same time? Why or why not?,No. Only one circuit can be complete at a time.,No! The switch cannot be left and right at the same time.,1.0,scientsbank
Joe is a fast runner but he is slow at responding to the starting gun. How could Joe improve his start time?,Joe could practice responding to the starting gun to improve Joe's start time.,Go as low as you can behind the line.,0.0,scientsbank
"Cory and Rachael set up 3 solar water heaters to see which would show the greatest water temperature change. The containers are shown below. Each is the same height (4 centimeters), and the same width (10 centimeters). Only the lengths are different; Container A is 10 centimeters, Container B is 30 centimeters, and Container C is 40 centimeters. They painted the plastic containers black, filled each with the same amount of water, and put a clear plastic lid on each one. Then they set them out in the sunshine. Here are the data that Cory and Rachael collected: After 10 minutes Container A was 3 degrees Celsius, Container B was 9 degrees Celsius, and Container C was 12 degrees Celsius. Use the graph paper on the next page to graph the temperature change for each container. If Cory and Rachael had a container that was the same height and width as the other containers, but 20 centimeters long, what do you think the temperature change would be after 10 minutes? (6 Celsius) How did you decide what the temperature change would be for the new container?","20 centimeters size is between 10 and 30 centimeters, so the temperature change must be less than the 30 centimeters container, but more than the 10 centimeters container. 6 degrees Celsius is halfway between.",It made me think but I had to choose 6 degrees Celsius. I picked between 3 and 9.,0.5,scientsbank
Jana and Emily used indophenol to test 3 beverages for vitamin C. The number of drops they added to make a 10 milliliters sample of the blue indophenol indicator become colorless are given here: 8 drops of Overly Orange 13 drops of Luscious Lemon 33 drops of Fruitsnap (and it still didn't change color). Why didn't the indophenol change color with Fruitsnap?,Fruitsnap contains little or no vitamin C so Fruitsnap does not change the color of the indophenol.,It did not change color because it has little or no vitamin C.,1.0,scientsbank
One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?,A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer.,It would keep your house hotter longer because the heat sink releases energy slowly and will continue to give off heat even if the sun has set.,1.0,scientsbank
What is the difference between a function prototype and a function definition?,"A function prototype includes the function signature, i.e., the name of the function, the return type, and the parameters' type. The function definition includes the actual body of the function.",A function prototype describes a class's public interface without revealing the class's member function implementations,0.9,mohler
What is a heat sink?,A heat sink is any material that absorbs (a lot of) heat.,When the temperature drops.,0.0,scientsbank
Why was the siren's sound designed to have this property?,So that people notice the sound.,It had a high pitch to warn people.,1.0,scientsbank
How can you implement a queue with a list?,"Keep the rear of the queue pointing to the tail of the linked list, so the enqueue operation is done at the end of the list, and keep the front of the queue pointing to the head of the linked list, so the dequeue operation is done at the beginning of the list.",Have a pointer to the last element in the list and then use enqueue to insert items there. Link the first and last elements together to dequeue the list.,0.7,mohler
Look at the rubbings of 2 different fabrics. What do the rubbings tell us about the different textures of these 2 fabrics?,Fabric A is smoother and has a finer texture. Fabric B is rougher and has a coarser texture.,A has marks and lines and B does not have marks and lines like A it has polka dots on it and lines through the polka dots.,0.0,scientsbank
Look at the picture of a block of wood in a cup of water. What evidence indicates that the block of wood is less dense than the water?,The block of wood floats because the wood is less dense than water.,My evidence is that the wooden block is floating.,1.0,scientsbank
"Why does the water level in the straw go down when the bottle-and-straw thermometer is cooled, but not frozen?",Water contracts when the water is cooled.,It happens because cold water contracts when it is cooled.,1.0,scientsbank
"Lee was walking his dog, Max. When a cat ran past them, Max ran after the cat, pulling Lee to the ground. What was the stimulus for Max?",The stimulus for Max was seeing the cat.,The stimulus for Max was the cat running past them.,0.0,scientsbank
What is the advantage of linked lists over arrays?,"Linked lists are dynamic structures, which allow for a variable number of elements to be stored.","a linked list has a dynamic size , but an array only has a fixed size and takes allot of extra operations to increase its size.",1.0,mohler
One way of modifying your solar house was to include a heat sink such as a container of water or masses of rock. What is the advantage of including a heat sink in a house?,A heat sink would absorb heat during the daytime and release the heat during the nighttime to keep the house warmer longer.,You could keep more warmth.,0.5,scientsbank
"Ted poured the same amount of water into 2 small containers, X and Y. He placed them together where they would not be disturbed. After several days, all of the water had evaporated from one of the containers. The other container still had some water. Which container, X or Y, was empty? Explain why the water in that container evaporated more quickly than the water in the other container.",Container X has more surface area or more water exposed to the air so the water evaporated faster.,Because X has more surface area than Y.,1.0,scientsbank
Look at the picture of a cow bone. Describe how you can tell which part of the cow this bone came from.,The bone is thin and curved.,Well it is really bent so it must be a rib.,0.5,scientsbank
"Ron covered his notebook with waxed paper. Then he placed a small drop of water in the middle of the notebook as shown in the picture. Even though the drop was on a slope, the drop stayed where he placed it. Describe 2 ways Ron can make the water move down the notebook without pushing the drop or blowing on it.",Expand the drop. Tilt the notebook.,Or he could hold it on the side of his desk and put the drops on.,0.0,scientsbank
"Joanne mixed material R and material D together, added water, and stirred. After a few minutes, the liquid was clear and there was a solid on the bottom of the cup. Joanne used a paper filter to separate the solid from the liquid. Why does the solid stay in the filter when the liquid goes through?",The particles of the solid are too big to go through the holes in the paper filter.,Because the solid is too heavy to go through the paper.,0.5,scientsbank
Bryan taped a golf tee to a globe of the Earth. He shined a flashlight on the globe. The best way for Bryan to demonstrate how shadows change during the day would be to: (rotate the globe.) move the flashlight. Why would this best demonstrate how shadows change during the day?,Shadows change during the day because the Earth is turning. The Sun stays in one place.,Because the need to tell and see what did it happen there or where and somewhere it could be.,0.0,scientsbank
What is a pointer?,The address of a location in memory.,A pointer is an alias to an object in memory.,0.8,mohler
Throwing a ball uses a hinge joint and a ball-and-socket joint. Describe how each of these 2 joints moves when you throw a ball. The hinge joint ___.,moves back-and-forth.,Moves in a vertical direction.,0.0,scientsbank
"Anne is investigating which objects stick to magnets. She recorded this in her notebook. I was surprised! A nail was stuck to the magnet. When I accidentally touched the nail to a paperclip, the paperclip stuck to the nail. If Anne touched the nail to a brass ring, what do you think would happen and why?","The brass ring would not stick to the nail because the ring is not iron. The nail is a temporary magnet, but brass cannot become a temporary magnet and thus does not stick to magnets.",It would repel because the brass ring is not iron.,1.0,scientsbank
Look at the picture of a fox bone. Describe how you can tell which part of the fox this bone comes from.,The bone is triangular with a hole in the middle for the spinal cord.,"Different from other bones, because it has a round shape.",0.0,scientsbank
Describe the relationship between the length of the string and the number of swings a swinger makes in 15 seconds.,"The shorter the string is, the more the string swings in 15 seconds.  The longer the string is, the less the string swings in 15 seconds.",The longer the string the less swings The shorter the string the more swings.,1.0,scientsbank
Look at the circuit in the picture. The gap between the D-cell and the switch needs to be connected. Can you use a piece of string to make the connection? Why or why not?,"No, string is an insulator, so the pathway would not be completed.","No, because it needs a path of electricity. It would need a wire.",1.0,scientsbank
How can you implement a stack with an array?,"Keep the top of the stack toward the end of the array, so the push and pop operations will add or remove elements from the right side of the array.","Create an array, size N.  N++ when one element is pushed.  N-- when one element is popped.",0.8,mohler
What is a function signature?,"The name of the function and the list of parameters, including their types.",function prototype that contains functions and data members.,0.6,mohler
